DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,1995,55.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,1996,76.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,1997,97.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,1998,101.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,1999,115.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2000,107.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2001,90.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2002,93.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2003,108.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2004,104.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2005,114.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2006,110.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2007,99.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2008,79.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2009,83.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2010,102.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2011,108.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2012,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2013,82.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2014,91.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2016,124.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2017,150.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2018,135.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2019,119.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2020,127.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2021,140.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,FI,2022,115.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,1995,70.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,1996,68.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,1997,80.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,1998,72.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,1999,72.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2000,74.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2001,79.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2002,73.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2003,73.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2004,96.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2005,101.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2006,107.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2007,105.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2008,82.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2009,62.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2010,68.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2011,89.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2012,97.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2013,97.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2014,87.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2016,116.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2017,113.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2018,101.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2019,102.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2020,96.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,I15,NO,2021,97.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,1996,37.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,1997,27.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,1998,4.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,1999,13.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2000,-6.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2001,-16.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2002,3.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2003,16.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2004,-3.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2005,9.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2006,-3.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2007,-9.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2008,-20.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2009,4.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2010,23.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2011,5.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2012,-7.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2013,-17.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2014,10.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2015,9.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2016,24.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2017,20.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2018,-10.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2019,-11.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2020,6.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2021,10.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,FI,2022,-18.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,1996,-3.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,1997,17.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,1998,-9.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,1999,-0.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2000,3.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2001,7.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2002,-8.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2003,0.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2004,32.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2005,4.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2006,6.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2007,-2.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2008,-21.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2009,-24.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2010,8.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2011,30.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2012,9.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2013,-0.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2014,-10.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2015,14.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2016,16.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2017,-2.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2018,-10.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2019,1.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2020,-5.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F41001,NSA,PCH_SM,NO,2021,1.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2016,666.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2017,1105.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2018,1611.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2019,1066.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2020,1255.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2021,2355.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AL,2022,2438.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2000,89.5,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2001,81.6,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2002,98.9,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2003,92.7,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2004,100.5,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2005,101.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2006,108.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2007,106.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2008,102.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2009,96.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2010,105.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2011,109.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2012,95.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2013,95.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2014,100.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2016,106.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2017,104.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2018,107.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2019,107.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2020,113.4,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2021,124.3,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,AT,2022,100.9,e
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2013,95.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2014,86.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2016,115.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2017,128.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2018,129.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2019,138.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2020,118.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2021,128.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BA,2022,138.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,1995,145.0,s
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,1996,170.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,1997,172.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,1998,124.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,1999,144.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2000,128.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2001,120.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2002,113.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2003,120.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2004,132.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2005,147.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2006,142.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2007,127.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2008,128.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2009,116.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2010,130.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2011,111.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2012,116.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2013,111.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2014,116.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2016,106.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2017,101.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2018,125.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2019,127.0,p
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2020,131.7,p
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2021,148.4,p
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BE,2022,135.0,p
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2000,28.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2001,37.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2002,45.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2003,67.8,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2004,108.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2005,157.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2006,190.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2007,204.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2008,201.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2009,142.6,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2010,111.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2011,111.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2012,101.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2013,96.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2014,99.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2015,100.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2016,104.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2017,126.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2018,126.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2019,131.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2020,132.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2021,161.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,BG,2022,187.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2000,207.9,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2001,240.7,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2002,252.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2003,346.5,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2004,431.3,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2005,465.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2006,461.4,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2007,429.0,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2008,383.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2009,381.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2010,337.1,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2011,228.2,
ESTAT:STS_COBP_A(1.0),04/12/23 11:00:00,A,PNUM,CPA_F410011,NSA,I15,CY,2012,168.9,
